"","y1","y90"
"1",-0.0644811373427823,-0.105110099984359
"2",-0.0638708637770057,-0.369129701378454
"3",-0.0530385079844713,-0.423154168788826
"4",-0.0528859395930272,-0.415388437664319
"5",-0.104865990558048,-0.331140171908862
"6",-0.104011607565961,-0.0945981378138568
"7",-0.0565323241485423,0.0206520250830514
"8",-0.115362695889405,-0.202982723095779
"9",-0.166762986966938,-0.425991940869688
"10",-0.0719264748452567,-0.274705123913672
"11",0.021811544858027,0.0904520641687485
"12",-0.0927673171165271,0.189316381824555
"13",-0.209848300710765,-0.0710110644965918
"14",-0.0295429757020728,-0.192119853624955
"15",0.100536834843207,-0.0165136350727427
"16",-0.00328595553453515,0.0480685650255646
"17",-0.0364390669953482,-0.0829266558683796
"18",-0.0663424717184009,-0.215172937572166
"19",-0.0816603382193932,-0.217385179248106
"20",-0.00665771698545079,0.0300960085134441
"21",-0.0681885492548751,0.245659888784879
"22",-0.113959066688119,0.106151351648351
"23",-0.0605906433609566,-0.0363932964779149
"24",-0.11054153471977,0.00565455220409184
"25",-0.115210127497961,-0.078669997747088
"26",-0.0713162012794801,-0.100227911458146
"27",-0.118810741536043,0.183106848292779
"28",-0.135105045742278,0.310898132966396
"29",-0.103035169860718,0.118219511411583
"30",-0.0897769766442218,0.0594806807055867
"31",-0.10781056051292,0.301942368388624
"32",-0.12578311702504,0.457699439213954
"33",-0.114111635079563,0.189118042915678
"34",-0.162735181432813,-0.0292988662757621
"35",-0.185681467506012,0.216687151249635
"36",-0.0803177363746847,0.26401386627561
"37",-0.0605906433609566,0.00934670727704018
"38",-0.125844144381618,0.1947935870774
"39",-0.0998464904795355,0.463710633836853
"40",-0.104393028544571,0.238000955534383
"41",-0.152314760297177,0.0456579844407471
"42",-0.0840861756433551,0.233942636321968
"43",0.018317728693956,0.436782312746961
"44",0.0300960085134441,0.336132944911258
"45",-0.0480647784233922,0.0586110408743551
"46",-0.0823011254634586,-0.00116525489346151
"47",0.0509215939455701,0.162189721825786
"48",0.0958224715475824,0.278813000245692
"49",-0.035844050268716,0.321181242549731
"50",-0.0492090413592233,0.2405488476715
"51",0.00370167679360676,0.0774684940568516
"52",0.0752562523809115,0.0827778740791079
"53",0.161884585042898,0.118341566124738
"54",0.02081985031364,-0.000173560349074561
"55",-0.0516043651048963,-0.00206540840298198
"56",0.131904896124123,0.0867751659349445
